INPUT-#Scan#	INPUT-SpectrumID	INPUT-Compound_Name	INPUT-InChIKey-Planar	Tag_Status1	Action1	Add_InCHIKey-Planar	Cannot_Add_InChIKey-Planar	Tag_Status2	Action2	Add_Tag1	Add_Tag2	Add_Tag3	Contribute-NCBITaxonomy1	Contribute-NCBITaxonomy2	Contribute-NCBITaxonomy3	Contribute-UBERONTag1	Contribute-UBERONTag2	Contribute-UBERONTag3	Contribute-LifestyleTag1	Contribute-LifestyleTag2	Contribute-LifestyleTag3	Current_Tags	Current_NCBITaxonomy	Current_UBERON	Current_Lifestyle
758722	CCMSLIB00000217623	ReSpect:PS081306 1-Lauroyl-2-Hydroxy-sn-Glycero-3-Phosphocholine|12:0 LysoPC|1-Dodecanoyllysolecithin|Phosphocholine,1-Lauroyl-2-Hydroxy-sn-Glycero-3-	BWKILASWCLJPBO	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
75955	CCMSLIB00005739084	Massbank:PR311142 Cyclo(leucylprolyl)	SZJNCZMRZAUNQT	Tags Present	Check Current Tags and Add if Incomplete																	food|bacterial|human|naturalproduct|bacterial_produced|fungal|fungal_produced	9606|Homo sapiens:292|Burkholderia cepacia:2742|Marinobacter sp:303|Pseudomonas putida:62322|Shewanella baltica:1883|Streptomyces	blood|saliva	|food consumption
76103	CCMSLIB00003138867	Spectral Match to Jasmonic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
76189	CCMSLIB00005739084	Massbank:PR311142 Cyclo(leucylprolyl)	SZJNCZMRZAUNQT	Tags Present	Check Current Tags and Add if Incomplete																	food|bacterial|human|naturalproduct|bacterial_produced|fungal|fungal_produced	9606|Homo sapiens:292|Burkholderia cepacia:2742|Marinobacter sp:303|Pseudomonas putida:62322|Shewanella baltica:1883|Streptomyces	blood|saliva	|food consumption
76191	CCMSLIB00005739084	Massbank:PR311142 Cyclo(leucylprolyl)	SZJNCZMRZAUNQT	Tags Present	Check Current Tags and Add if Incomplete																	food|bacterial|human|naturalproduct|bacterial_produced|fungal|fungal_produced	9606|Homo sapiens:292|Burkholderia cepacia:2742|Marinobacter sp:303|Pseudomonas putida:62322|Shewanella baltica:1883|Streptomyces	blood|saliva	|food consumption
762830	CCMSLIB00005742410	Massbank:PR311024 Diferuloyl putrescine	CHEMZHJQHCVLFI	Tags Missing	Add Tags																				
767331	CCMSLIB00004710078	(1S,4S,5R,9S,10R,13R,14R)-14-hydroxy-5,9-dimethyl-14-{[(3-methylbutanoyl)oxy]methyl}tetracyclo[11.2.1.0ï¿½,ï¿½?.0?,?]hexadecane-5-carboxylic acid	FIOZUJXSEZUYCS	Tags Missing	Add Tags																				
768536	CCMSLIB00003138531	Spectral Match to Uvaol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
77018	CCMSLIB00005765050	Massbank:LU084505 1,3-Diphenylguanidine|1,2-diphenylguanidine	OWRCNXZUPFZXOS	Tags Missing	Add Tags																				
772640	CCMSLIB00003138563	Spectral Match to Baicalin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
773294	CCMSLIB00005464727	"methyl (R)-4-((3R,5S,7R,8S,9S,10S,13R,14R,17R)-3,7,14-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoate"	BBQNKFCDPDYHLC	Tags Missing	Add Tags																				
781144	CCMSLIB00005464571	GLYCOCHENODEOXYCHOLATE	GHCZAUBVMUEKKP	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|drug|naturalproduct		bile|blood|feces|urine	|drug or medication use
781627	CCMSLIB00005435514	glycocholic acid	RFDAIACWWDREDC	Tags Present	Check Current Tags and Add if Incomplete																	human|bacterial_modified|human_modified|food|MS_internal_standard|naturalproduct	9606|Homo sapiens	blood|feces|urine	|food consumption
781638	CCMSLIB00005464592	GLYCOCHOLATE	RFDAIACWWDREDC	Tags Present	Check Current Tags and Add if Incomplete																	human|bacterial_modified|human_modified|food|MS_internal_standard|naturalproduct	9606|Homo sapiens	blood|feces|urine	|food consumption
782162	CCMSLIB00005464571	GLYCOCHENODEOXYCHOLATE	GHCZAUBVMUEKKP	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|drug|naturalproduct		bile|blood|feces|urine	|drug or medication use
783018	CCMSLIB00000850979	NCGC00381006-01_C20H26O10_2-(beta-D-Glucopyranosyloxy)benzyl 1,6-dihydroxy-2-cyclohexene-1-carboxylate	JHAXQRDTTACRKJ	Tags Missing	Add Tags																				
786694	CCMSLIB00005435510	glycochenodeoxycholic acid	GHCZAUBVMUEKKP	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|drug|naturalproduct		bile|blood|feces|urine	|drug or medication use
790220	CCMSLIB00003139324	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
795975	CCMSLIB00003137666	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
79634	CCMSLIB00003138602	Spectral Match to Val-Leu from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
801155	CCMSLIB00004695501	syringaresinol	KOWMJRJXZMEZLD	Tags Present	Check Current Tags and Add if Incomplete																	food|human|plant|plant_angiospermae|naturalproduct_plant|naturalproduct	9606|Homo sapiens		food consumption
804766	CCMSLIB00003137675	Spectral Match to Decaethylene glycol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
804983	CCMSLIB00003137675	Spectral Match to Decaethylene glycol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
804985	CCMSLIB00003137675	Spectral Match to Decaethylene glycol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
805023	CCMSLIB00003137675	Spectral Match to Decaethylene glycol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
80594	CCMSLIB00000841624	MassbankEU:SM823401 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
80620	CCMSLIB00000841624	MassbankEU:SM823401 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
806301	CCMSLIB00003138754	Spectral Match to Decaethylene glycol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
806714	CCMSLIB00003135910	Spectral Match to Decaethylene glycol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
80918	CCMSLIB00000842040	MassbankEU:SM878901 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
81065	CCMSLIB00000841624	MassbankEU:SM823401 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
81119	CCMSLIB00000841624	MassbankEU:SM823401 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
81120	CCMSLIB00000842040	MassbankEU:SM878901 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
81123	CCMSLIB00000841624	MassbankEU:SM823401 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
81124	CCMSLIB00000841624	MassbankEU:SM823401 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
81125	CCMSLIB00000842040	MassbankEU:SM878901 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
81128	CCMSLIB00000841624	MassbankEU:SM823401 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
81129	CCMSLIB00000842040	MassbankEU:SM878901 N-Butylbenzenesulfonamide	IPRJXAGUEGOFGG	Tags Present	Check Current Tags and Add if Incomplete																	environmental|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
813504	CCMSLIB00005435564	taurocholic acid	WBWWGRHZICKQGZ	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct		bile|blood|feces|saliva|urine	food consumption
813513	CCMSLIB00005435564	taurocholic acid	WBWWGRHZICKQGZ	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct		bile|blood|feces|saliva|urine	food consumption
81639	CCMSLIB00005464401	CITRATE	KRKNYBCHXYNGOX	Tags Present	Check Current Tags and Add if Incomplete																	food|drug|naturalproduct		blood|cerebrospinal fluid|feces|milk|saliva|sweat|urine	|food consumption|drug or medication use
818573	CCMSLIB00005464725	"((R)-4-((3R,5R,6S,7R,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoyl)glycine"	XZDJHXFLHVJPMG	Tags Missing	Add Tags																				
818578	CCMSLIB00005435583	taurohyodeoxycholic acid	HMXPOCDLAFAFNT	Tags Missing	Add Tags																				
818595	CCMSLIB00005435556	taurochenodeoxycholic acid	BHTRKEVKTKCXOH	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|naturalproduct		bile|blood|feces|urine	|food consumption|drug or medication use
818716	CCMSLIB00005435595	tauroursodeoxycholic acid	BHTRKEVKTKCXOH	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|naturalproduct		bile|blood|feces|urine	|food consumption|drug or medication use
819514	CCMSLIB00005435456	glycocholic acid	RFDAIACWWDREDC	Tags Present	Check Current Tags and Add if Incomplete																	human|bacterial_modified|human_modified|food|MS_internal_standard|naturalproduct	9606|Homo sapiens	blood|feces|urine	|food consumption
823617	CCMSLIB00005435589	taurolithocholic acid	QBYUNVOYXHFVKC	Tags Present	Check Current Tags and Add if Incomplete																	food|human|naturalproduct	9606|Homo sapiens		food consumption
823677	CCMSLIB00003139536	Spectral Match to Glycocholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
823688	CCMSLIB00005435513	glycocholic acid	RFDAIACWWDREDC	Tags Present	Check Current Tags and Add if Incomplete																	human|bacterial_modified|human_modified|food|MS_internal_standard|naturalproduct	9606|Homo sapiens	blood|feces|urine	|food consumption
824115	CCMSLIB00004684237	TOP19 Psoriasis feature - Unknown FeatureID=3668	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
824577	CCMSLIB00003136900	Spectral Match to Dioctyl sulfosuccinate from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
8269	CCMSLIB00005463951	SPERMIDINE	ATHGHQPFGPMSJY	Tags Present	Check Current Tags and Add if Incomplete																	human|food|naturalproduct			food consumption
827288	CCMSLIB00003138178	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
827385	CCMSLIB00003138178	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
827610	CCMSLIB00003136884	Spectral Match to 3.alpha.,7.alpha.,12.alpha.-Trihydroxycholestanoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
828359	CCMSLIB00004696737	ginnalin A	IGKWMHUOBKCUQU	Tags Present	Check Current Tags and Add if Incomplete																	plant|naturalproduct_plant|naturalproduct			
831562	CCMSLIB00005465947	Leucine conjugated chenodeoxycholic acid	BAOWHAJSJGJSBV	Tags Missing	Add Tags																				
832620	CCMSLIB00003137317	Spectral Match to p-tert-Octylphenol hexaglycol ether from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
833878	CCMSLIB00000852123	NCGC00347357-02_C30H48O5_Olean-12-en-28-oic acid, 2,3,19-trihydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-	XJMYUPJDAFKICJ	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct_plant|plant|plant_angiospermae|naturalproduct			
840342	CCMSLIB00004720056	(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-6-methoxy-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid	GVEZRDBRYNJUDQ	Tags Present	Check Current Tags and Add if Incomplete																	plant|plant_angiospermae|naturalproduct_plant|naturalproduct			
843153	CCMSLIB00003136282	Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
8450	CCMSLIB00000218407	Massbank:KO002950 L-Glu|L-Glutamate|L-Glutaminic acid|L-Glutamic acid	WHUUTDBJXJRKMK	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial|human|food|plant			food consumption
846264	CCMSLIB00005464972	"2-((4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enamido)ethane-1-sulfonic acid"	JZAIXDCPNUAWTQ	Tags Missing	Add Tags																				
846280	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
846697	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
846778	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
847189	CCMSLIB00003139979	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
850260	CCMSLIB00005435576	taurohyocholic acid	XSOLDPYUICCHJX	Tags Missing	Add Tags																				
850271	CCMSLIB00005435563	taurocholic acid	WBWWGRHZICKQGZ	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct		bile|blood|feces|saliva|urine	food consumption
850587	CCMSLIB00003137318	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
850765	CCMSLIB00003139358	Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
850814	CCMSLIB00003136033	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
851546	CCMSLIB00003139358	Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
85425	CCMSLIB00003139200	Spectral Match to Pro-Val from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
856449	CCMSLIB00003138155	Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
856534	CCMSLIB00005435582	taurohyodeoxycholic acid	HMXPOCDLAFAFNT	Tags Missing	Add Tags																				
856892	CCMSLIB00003136026	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
86446	CCMSLIB00003139200	Spectral Match to Pro-Val from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
865423	CCMSLIB00003136312	Spectral Match to Maltotriose from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
868482	CCMSLIB00005435538	glycoursodeoxycholic acid	GHCZAUBVMUEKKP	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|drug|naturalproduct		bile|blood|feces|urine	|drug or medication use
869336	CCMSLIB00005467950	Leucine conjugated chenodeoxycholic acid	BAOWHAJSJGJSBV	Tags Missing	Add Tags																				
872554	CCMSLIB00003134546	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
872875	CCMSLIB00003137441	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
881857	CCMSLIB00005738462	Massbank:RP012103 PC(16:0/0:0)|Palmitoyllysolectithin|(3-hexadecanoyloxy-2-hydroxypropyl) 2-(trimethylazaniumyl)ethyl phosphate	ASWBNKHCZGQVJV	Tags Present	Check Current Tags and Add if Incomplete																	human|fungal|marine_diatom|dissolvedorganicmatter_water_saline|microalgal	9606|Homo sapiens:34433|Leucoagaricus:41953|Pseudo-nitzschia		
882107	CCMSLIB00003135346	Spectral Match to Lyso-PC(16:0) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
882108	CCMSLIB00003135346	Spectral Match to Lyso-PC(16:0) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
882112	CCMSLIB00003140032	Spectral Match to Lyso-PC(16:0) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
882163	CCMSLIB00003140032	Spectral Match to Lyso-PC(16:0) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
886642	CCMSLIB00005435562	taurocholic acid	WBWWGRHZICKQGZ	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct		bile|blood|feces|saliva|urine	food consumption
886781	CCMSLIB00005435497	tauroursodeoxycholic acid	BHTRKEVKTKCXOH	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|naturalproduct		bile|blood|feces|urine	|food consumption|drug or medication use
